,precision,recall,f1-score
False,0.9054479963980189,0.6199136868064118,0.7359560841720036
True,0.21514958625079567,0.6167883211678832,0.31901840490797545
accuracy,0.6194620253164557,0.6194620253164557,0.6194620253164557
macro avg,0.5602987913244073,0.6183510039871475,0.5274872445399895
weighted avg,0.8056896818514265,0.6194620253164557,0.675702432210852
