,precision,recall,f1-score
False,0.8953440461475072,0.6698520345252774,0.7663551401869159
True,0.2153846153846154,0.5364963503649635,0.30737062205959226
accuracy,0.6505801687763713,0.6505801687763713,0.6505801687763713
macro avg,0.5553643307660613,0.6031741924451204,0.5368628811232541
weighted avg,0.7970798668073003,0.6505801687763713,0.7000250990651401
