,precision,recall,f1-score
False,0.9051685393258427,0.6208384710234278,0.7365149021759005
True,0.21506062539885132,0.614963503649635,0.3186761229314421
accuracy,0.6199894514767933,0.6199894514767933,0.6199894514767933
macro avg,0.560114582362347,0.6179009873365314,0.5275955125536713
weighted avg,0.8054377542963091,0.6199894514767933,0.6761310279601929
