,OBJECTID,INDEX,ACCNUM,DATE,TIME,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,DIVISION,x,y
LATITUDE,-0.0034081340598741557,0.015036504494697955,0.004782581991078828,-0.005362241102543323,0.03287930829890337,0.0794533820454073,-0.0025223061946060845,-0.03527498469353565,-0.01718391096536095,-0.1947602351598544,1.0,0.4206264769490803,-0.0018138336250172861,0.062069958647701824,0.017832396357672153,0.006832118466852518,0.030578809886822846,0.05883229384739133,0.028932436212118433,0.0055089831229647645,0.005629074496513784,0.050878369718368406,0.049061891225988,-0.024465983447347905,-0.0363466536378795,-0.0012377676422100233,-0.009957351067151725,0.01212109042217749,0.01302517576610206,-0.01281695520206186,0.011772358432150846,-0.06365673485746216,-0.06697658298916216,-0.08480225345147971,0.0074989827466883765,-0.13843762104911078,0.08522489260974153,-0.055571509856179674,-0.020358089251298835,-0.04182283509732211,-0.01924977032534503,0.06816273535963671,0.017458934939665282,0.061795634320219894,0.06025274740658455,-0.002919256445884982,0.020537323188432155,-0.33292596531402924,-0.06689981942300266,-0.45656842672921205,0.011766503485390498,0.20406444833321258,0.40863527302349545,0.9997296669839153
LONGITUDE,0.005437118008859082,0.0018146692298365314,-0.014038076308055114,0.002575093922719611,0.010253382970367837,0.01924230692963546,-0.026329722658733453,-0.011451081813762263,0.05573871099485608,0.535977550340647,0.4206264769490803,1.0,0.0001582505143778296,0.00364290631417705,0.012832848935837684,0.008720096584433117,0.022533488401436222,0.022121544599730508,-0.010902745883632256,0.0011818318467854024,-0.011831407332264515,-0.004995541408675207,0.08239067465526416,-0.006179676523484924,-0.02625064716612147,-0.013918632532827498,-0.010710473604431158,-0.021083213676551568,0.01346114620471084,0.0055792650297968914,0.01638643649540904,0.002689719549575602,-0.008303195271561085,0.00041219231362034007,0.031041060481954503,0.010235995558545777,0.0030176132428215777,0.0008217245635870325,-0.05145456786745462,-0.014030519563537281,-0.0058878049331630294,0.014976235681378593,-0.005947667047564033,-0.005370712440088239,0.008771418898958758,-0.00013290969240170039,0.004314486073390369,-0.12074540975592765,-0.10209734288353936,-0.061944487774887015,-0.05438570719244842,0.5896469126314868,0.9999128113748297,0.44159037282329755
ACCLOC,0.5648207738848183,0.6474829532668592,0.6199602438718623,0.5702613681879406,0.03476959008982993,-0.06499074956119218,-0.04244408921679117,0.5232271480692613,-0.03261790762971782,-0.04649485065171253,-0.0018138336250172861,0.0001582505143778296,1.0,-0.2004341339614073,-0.04791528497755226,0.007156351748895107,-0.03939415861609293,0.04187501671994374,-0.009616550906380382,-0.08435272875770934,-0.14493127852789137,0.03691103320173722,0.12641837990352628,0.07324246552545612,-0.2535755800195722,-0.03117245949267709,0.07953980873365744,0.06768126089555077,-0.04065015687441954,0.040156629134820106,0.016090502869169417,-0.017500024562496802,0.004380167528929348,-0.0008108755288532116,0.0010025628397565085,-0.01663987908153906,-0.01981308587931268,0.06832236866630376,-0.016486508725397697,0.0018805120197110826,0.021002987729318464,0.06484589567927938,0.07289867399587323,-0.04644832275731922,-0.07026436900384367,-0.014351811240929456,-0.005125893238945324,-0.019804362378349386,-0.02391888338179772,-0.018426037110156016,-0.010737065091915812,-0.007130996115053443,0.00017086051240210217,-0.0017704916879241848
TRAFFCTL,0.027718037207770038,0.01949747334180059,0.029520293743249635,0.02933248381221617,-0.006426176091107902,0.191056926823976,0.15657628232223036,-0.18411652798586864,0.12124710640906822,-0.025671699206288465,0.062069958647701824,0.00364290631417705,-0.2004341339614073,1.0,0.001020881920542367,0.050459767417955236,0.018146156719526896,-0.04400719468303464,-0.003205323104472711,-0.005064138503437491,-0.01811716095521336,0.025249830666135994,-0.04572004711747183,-0.0005996469620430597,-0.022018261127954714,0.1191463444296239,-0.09125612637220439,0.008127045756101691,0.14101683164581905,-0.0820548234092095,0.03255052281879479,0.019687112515340967,-0.00693813002234798,0.0011339527792166707,0.028111278062872648,0.0026703932387944817,0.0246064630609934,-0.04304368236251359,0.03293189318679284,-0.0029421675056076724,0.005374246195284021,0.02886131869013235,-0.0965380121582503,0.19427135481997268,0.3345421780797587,-0.05412508429621598,-0.024117936285212808,-0.05533571968589622,0.012443198196921771,-0.026676627381325677,0.009631068467672206,0.010726183954970542,0.002771057531492101,0.06146427611650432
VISIBILITY,-0.059685026368698074,-0.058634574708050516,-0.053197393336313396,-0.05997176951607747,0.01959193260236462,0.0003610541368926686,-0.0007633197189700917,-0.04479628321074547,-0.0004057828028290261,0.008493684301700456,0.017832396357672153,0.012832848935837684,-0.04791528497755226,0.001020881920542367,1.0,-0.1636623426223713,0.7521605319258018,-0.016339873389938003,-0.042313016336114166,0.029544438701423963,0.01518546972180078,-0.010734737427201697,-0.020917019087854097,-0.01047033038980881,0.014954455310611429,-0.01996774594925277,-0.006555035848425042,-0.020781328271554832,0.06461501710224349,0.039800530647846354,0.05681847057601545,-0.03636208866585583,-0.03418216599147446,-0.039141997619172045,0.1025829075034206,-0.06026123359128855,0.011034210066649683,-0.0945527560979259,-0.017779429495908022,0.0023238532395292704,0.010368836477293456,-0.02956182459658128,0.009357179305536041,-0.017946971232401705,-0.029143084157220923,-0.0016629757476604558,-0.021754969949933683,0.018993343373497066,-0.007179111735472711,-0.00017580047496941112,-0.009543477385287782,-0.002313239572858173,0.012649674247970807,0.01795468814479591
LIGHT,0.08503161187392724,0.056446471909346,0.03963799744405888,0.08024606167545137,-0.0035837212396440175,0.0007716303981936969,0.010122420339545392,0.01839566084381831,0.04583788093741679,-0.000545770778025209,0.006832118466852518,0.008720096584433117,0.007156351748895107,0.050459767417955236,-0.1636623426223713,1.0,-0.16639720891363705,-0.04909259265082135,-0.014735572923082266,-0.04069363028816092,0.05338648841641297,-0.02580160733630992,-0.005752072814565819,0.03837235385717649,-0.008532414708577287,0.09015431451019458,0.010098735548480639,0.05714206562026614,0.00919809090322082,-0.01793739248646213,0.0007198827990170002,0.057274723563501204,0.052640349602474386,0.06731241637469017,-0.031705828609430095,0.10056116930966212,-0.06773309153423944,0.05298049914595222,0.07916757022646251,0.03589403370709695,-0.015005720390338786,-0.08537609725614109,-0.14361158701561821,-0.003868164228802588,0.006601577240488325,-0.17465657006658736,0.0559740642517534,0.005924013539162466,-0.00972409350691832,0.0038016885813557627,-0.02484336846376277,0.010127824353765257,0.008665796636110754,0.006954878918766162
RDSFCOND,-0.05158523945394552,-0.05279201067878309,-0.048583799529776914,-0.053248736454871874,-0.00501178232319779,0.016753292399311153,0.0058237010229818574,-0.04140854754153965,0.011612776290642987,0.013283792619663101,0.030578809886822846,0.022533488401436222,-0.03939415861609293,0.018146156719526896,0.7521605319258018,-0.16639720891363705,1.0,-0.00521394723656008,-0.02666122600982665,0.031026784426574142,0.008986021207420166,-0.007676743653017509,-0.09265123832742875,-0.006042363103463952,0.010804960491389765,-0.01783099174637553,-0.01014079057767625,-0.017630152757848804,0.06864174601172617,0.043742243608545645,0.061675825592528724,-0.04319971716528744,-0.04321645431514183,-0.04824561547049724,0.1110789203716603,-0.07207362641923158,0.007724272460599965,-0.10917963808793099,-0.009594171462816773,-0.003951242289743663,0.03945871545566567,-0.026961682924036442,-0.011868587743659354,-0.010535884698041386,-0.016016008025057128,0.005470572046338282,-0.02516851032302268,0.02598584106263431,0.015941538904536832,0.007017545007346937,0.003649085074604485,0.0028206116310958464,0.022231893231537382,0.030802642197255366
ACCLASS,0.05011090818008673,0.03531457365390396,-0.029520554305054295,0.050590122948363854,-0.030223749669324618,0.025710704677484424,-0.006193491140153251,-0.07454172673672034,-0.01346397624086129,-0.030418368183615423,0.05883229384739133,0.022121544599730508,0.04187501671994374,-0.04400719468303464,-0.016339873389938003,-0.04909259265082135,-0.00521394723656008,1.0,-0.02485110980173848,0.05836922703876959,0.045972789130117306,-0.08450776518096775,0.014903408305981131,0.021060716791839598,0.017347345225662607,-0.06255084241659564,-0.013487600972004136,-0.010510379907402102,0.030224122793770514,0.05295122838884316,0.06853962025008267,-0.04238604352545958,-0.036996509763989875,-0.046876182518272295,0.09928338775531538,-0.07526731214048418,-0.07496970763035991,-0.005548575845545908,0.11108748700993491,0.04758788767831468,-0.01465914563469452,-0.004005120206366569,0.0901535790037198,-0.03313267410660929,-0.006218656149109895,0.028595931853744934,-0.007149225654207347,-0.02569642603635483,0.005531348040178386,-0.050771469167468705,0.013643148946519364,0.007244666139027453,0.021395253484906944,0.058769934354742294
IMPACTYPE,0.02263199568356775,0.020069947207271285,0.025480427351768014,0.023695358987045414,0.050335546079808294,-0.0015128029834733526,0.007339010864966709,0.009339679872174858,-0.043437934670880016,-0.07407689385473912,0.028932436212118433,-0.010902745883632256,-0.009616550906380382,-0.003205323104472711,-0.042313016336114166,-0.014735572923082266,-0.02666122600982665,-0.02485110980173848,1.0,0.02738246225589232,-0.024437137941442054,0.026754678760171742,-0.0023934547339296073,-0.03798681642078274,0.019517306404539806,0.11392949367707743,0.10846850270276474,0.08915889531218547,-0.08030292951825319,-0.07949102393938813,-0.09049306505168396,-0.17668662413867334,-0.1593064516521428,-0.19871703986543926,-0.1687586478505771,-0.3058455200588467,0.04674360279697209,0.29747970341649704,-0.018288766460508896,-0.047870373612995974,-0.012450899615180143,0.1113654297750838,0.05620965909325787,0.019562005656278525,-0.19027440296316553,0.0027273451702281757,0.018727729225096326,-0.03770886224405709,-0.013366807083243065,-0.05373482093987357,0.020713518432641992,-0.0371256224392157,-0.01143021058291859,0.028361584762318388
INVTYPE,-0.11468432841476404,-0.12475280805419567,-0.08953434501231242,-0.11466356182237213,-0.025785373546416173,0.012477182476847763,0.0039793015769144366,-0.05822828896453952,-0.01608839385654914,0.008195841405252792,0.0055089831229647645,0.0011818318467854024,-0.08435272875770934,-0.005064138503437491,0.029544438701423963,-0.04069363028816092,0.031026784426574142,0.05836922703876959,0.02738246225589232,1.0,0.3072314694016715,0.026843213424501203,0.023154501588842264,-0.4373075486851443,0.48335346136725366,-0.5485896893832379,-0.531077333233515,-0.7247362524964749,0.37441880796097216,0.3712942022674411,0.4231177240135343,-0.23285363570602474,-0.21008271485661525,-0.26457575086070767,0.20723475822410284,-0.23047004206153177,-0.1403663592513898,-0.02926434124240958,0.1857599838272504,0.040700320836102324,-4.03503304917309e-06,0.09523075333244542,-0.0061781370022321366,-0.02819287868742567,-0.019015566589121024,0.01199191438415104,-0.025543569417834228,-0.010248131871825938,0.00791611745277095,-0.008810942210387652,0.0074324870308863245,0.012488364962161951,0.0011245629071162172,0.005470941531146002
INVAGE,-0.16618221949484976,-0.20073903865515982,-0.14305069069607895,-0.16764240065393798,-0.014740898831567033,-0.004850345751045624,-0.0034647360218280645,-0.10293894233481113,0.007737057273875962,0.004465922402244278,0.005629074496513784,-0.011831407332264515,-0.14493127852789137,-0.01811716095521336,0.01518546972180078,0.05338648841641297,0.008986021207420166,0.045972789130117306,-0.024437137941442054,0.3072314694016715,1.0,-0.279812633707964,0.06358560875494906,-0.1892405876311001,0.23853943314743944,-0.07840622039737323,-0.13227085348372536,-0.17163079106549373,-0.006226450169954378,-0.05455787290412148,-0.024349471697957936,-0.07601874906071956,-0.06611797835312659,-0.08505302597351427,0.057431416912412644,-0.020505010062265953,-0.042443155925328914,-0.07104776735542725,0.043747740261838766,0.034450113985356086,-0.0031069645778676377,-0.1456576551304017,-0.0746528917381742,-0.044053374604401695,-0.019818307551535644,-0.03819710483845111,0.05596536745779521,0.01758487403041925,-0.0017274440733613778,0.003537752311377492,-0.014821810411134792,-0.003789985839084577,-0.011980202863535456,0.005241956433074431
INJURY,0.03186629630261452,0.04256152633230328,0.032775802282257294,0.03245214041142604,-0.020997112272769142,0.004879389024724306,-0.007773487214342404,0.029739842419390282,-0.008981914239363275,-0.05747793588292986,0.050878369718368406,-0.004995541408675207,0.03691103320173722,0.025249830666135994,-0.010734737427201697,-0.02580160733630992,-0.007676743653017509,-0.08450776518096775,0.026754678760171742,0.026843213424501203,-0.279812633707964,1.0,0.08424038191864644,0.020990409347201814,-0.0785113092204559,-0.18247092473653695,-0.08431514364781159,-0.16401824215846245,0.20612798630554785,0.19871148719561363,0.2267299749249417,0.09808492576215277,0.0879621679458372,0.1107609772728604,-0.18265912084594485,-0.07562103320131675,0.04657869278373787,-0.027478265473248716,-0.03586651120623473,-0.021180688466090374,0.005469808504956858,0.18478484559544076,0.08934848555782635,0.07770192255006843,0.08266461379210573,0.07032410248702493,0.029466300056596062,-0.046939331907869176,-0.007496706186729448,-0.04821188030890383,0.006934639410717885,-0.00812496921049867,-0.005782425415906774,0.05022304507224711
FATAL_NO,0.12905656476356794,0.16339634691167504,0.061335074199807854,0.10897995061835208,0.047545275328371585,-0.03934180134891271,-0.04082125994838113,0.003818362291161385,-0.023558068162410756,0.04771491902749518,0.049061891225988,0.08239067465526416,0.12641837990352628,-0.04572004711747183,-0.020917019087854097,-0.005752072814565819,-0.09265123832742875,0.014903408305981131,-0.0023934547339296073,0.023154501588842264,0.06358560875494906,0.08424038191864644,1.0,-0.03235453761407821,-0.17287013202097862,-0.03722196184820395,-0.056525188239290806,-0.062304085859249465,-0.01942746569220193,0.05905405345793892,0.06099780302247053,0.059039660637754524,0.05525860617974969,0.06127844175182944,0.024851488124807506,0.05967671400276935,0.10388866887421624,-0.023990670164840962,-0.04160210576928658,-0.03406691937463485,0.01008659138870333,-0.028819427885184587,-0.017749251397710816,-0.0544731600596945,-0.014905988464776728,0.011278978312069936,0.002148115006284939,-0.051572291851254226,0.041166048728039015,-0.05630406513404532,0.05771205216635466,0.004675299384562373,0.08220702802660046,0.050648783298055125
INITDIR,0.11731873204383697,0.1174495078571976,0.06265855550992046,0.11500284265163119,0.03406568618317529,0.004859717833755919,0.019718261769464857,0.03651488708622453,0.012171029970071523,0.008351956853785472,-0.024465983447347905,-0.006179676523484924,0.07324246552545612,-0.0005996469620430597,-0.01047033038980881,0.03837235385717649,-0.006042363103463952,0.021060716791839598,-0.03798681642078274,-0.4373075486851443,-0.1892405876311001,0.020990409347201814,-0.03235453761407821,1.0,-0.192066454502769,0.2963186007120872,0.30390050345410147,0.4181215976970199,0.13131168115888664,0.14491040760261356,0.15087447543409527,0.07501493701648762,0.0673252039304014,0.08388585775269751,0.13199403918538088,0.06675421336999245,-0.012932008674857956,0.03485585390326572,-0.006741944432902409,-0.028080754167178926,-0.01690760744644392,-0.2729056497677038,-0.059883737552558,-0.03066923256540278,-0.043787178250183655,-0.03909933687199205,-0.01793547443078231,0.00952707389948443,-0.006652235361381205,0.013352898540288833,-0.01664882009280269,-0.013072485020568006,-0.005862494320465012,-0.024358838680690918
