,precision,recall,f1-score
False,0.9000904159132007,0.6137484586929717,0.7298387096774194
True,0.2069620253164557,0.5967153284671532,0.3073308270676692
accuracy,0.6112869198312236,0.6112869198312236,0.6112869198312236
macro avg,0.5535262206148281,0.6052318935800625,0.5185847683725443
weighted avg,0.7999231273986922,0.6112869198312236,0.6687800810724237
