,precision,recall,f1-score
False,1.0,0.00030826140567200987,0.0006163328197226503
True,0.14455288841994196,1.0,0.2525927633095183
accuracy,0.14477848101265822,0.14477848101265822,0.14477848101265822
macro avg,0.572276444209971,0.500154130702836,0.1266045480646205
weighted avg,0.8763752591914895,0.14477848101265822,0.037030648196412524
