,precision,recall,f1-score
False,0.75,0.00023002606962122373,0.000459911083857121
True,0.1399643822966823,0.9995289684408856,0.24554501272853507
accuracy,0.14012528849324102,0.14012528849324102,0.14012528849324102
macro avg,0.44498219114834114,0.4998794972552534,0.1230024619061961
weighted avg,0.6645990361764494,0.14012528849324102,0.034770209190790935
