,precision,recall,f1-score
False,0.8984547461368654,0.6273119605425401,0.7387910691595571
True,0.2082514734774067,0.5802919708029197,0.30650602409638555
accuracy,0.6205168776371308,0.6205168776371308,0.6205168776371308
macro avg,0.553353109807136,0.6038019656727299,0.5226485466279713
weighted avg,0.7987101803622391,0.6205168776371308,0.6763194961915671
