,precision,recall,f1-score
False,0.9041227229146692,0.5813810110974106,0.7076923076923077
True,0.20398593200468934,0.635036496350365,0.3087843833185448
accuracy,0.5891350210970464,0.5891350210970464,0.5891350210970464
macro avg,0.5540543274596793,0.6082087537238878,0.5082383455054262
weighted avg,0.8029426170553157,0.5891350210970464,0.6500442215750023
