,precision,recall,f1-score
False,0.9115719222976999,0.5864898021775802,0.7137591564410022
True,0.20386772955417773,0.6504945831370702,0.31044172192874003
accuracy,0.5954500494559841,0.5954500494559841,0.5954500494559841
macro avg,0.5577198259259388,0.6184921926573252,0.5121004391848711
weighted avg,0.812498002007921,0.5954500494559841,0.6572973751373733
