,precision,recall,f1-score
False,0.9065880039331367,0.5684340320591862,0.6987495263357333
True,0.2036405005688282,0.6532846715328468,0.3104943625325238
accuracy,0.5806962025316456,0.5806962025316456,0.5806962025316456
macro avg,0.5551142522509824,0.6108593517960165,0.5046219444341286
weighted avg,0.8050017086157208,0.5806962025316456,0.6426409214401219
