,precision,recall,f1-score
False,0.9091330551692165,0.6014414967029597,0.7239501615136132
True,0.20483402172250267,0.6307112576542628,0.30923787528868363
accuracy,0.6055390702274975,0.6055390702274975,0.6055390702274975
macro avg,0.5569835384458596,0.6160763771786113,0.5165940184011484
weighted avg,0.8105358347269235,0.6055390702274975,0.6658931761093584
