,precision,recall,f1-score
False,0.9369592088998764,0.23366214549938347,0.37404391808536885
True,0.16661079450217903,0.906934306569343,0.28150665533843106
accuracy,0.33095991561181437,0.33095991561181437,0.33095991561181437
macro avg,0.5517850017010277,0.5702982260343632,0.3277752867118999
weighted avg,0.8256324865660318,0.33095991561181437,0.3606709170343873
