,precision,recall,f1-score
False,0.9002636203866432,0.6316276202219482,0.7423913043478261
True,0.2117414248021108,0.5857664233576643,0.311046511627907
accuracy,0.625,0.625,0.625
macro avg,0.556002522594377,0.6086970217898062,0.5267189079878665
weighted avg,0.8007619950753765,0.625,0.6800556117290192
