,precision,recall,f1-score
False,0.8949691085613416,0.625154130702836,0.7361161524500908
True,0.20314547837483618,0.5656934306569343,0.29893924783027964
accuracy,0.6165611814345991,0.6165611814345991,0.6165611814345991
macro avg,0.5490572934680888,0.5954237806798852,0.5175277001401852
weighted avg,0.7949903771947263,0.6165611814345991,0.6729376335335147
