,precision,recall,f1-score
False,0.9034582132564841,0.5798397040690506,0.7063462260608336
True,0.20292397660818715,0.6332116788321168,0.3073516386182462
accuracy,0.5875527426160337,0.5875527426160337,0.5875527426160337
macro avg,0.5531910949323356,0.6065256914505837,0.50684893233954
weighted avg,0.8022206706184918,0.5875527426160337,0.6486856158502489
