mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall
2.942276668548584,0.9668913051023723,2.346439981460571,0.7248805701777359,balanced_subsample,20,sqrt,3,2,250,"{'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 250}",0.7376093294460642,0.772027972027972,0.7443181818181818,0.7348703170028819,0.7549295774647887,0.7487510755519777,0.013538480760283486,78,0.9577662007532646,0.9708928897569999,0.9568782552288343,0.9622179776352453,0.9623088473847057,0.96201283415181,0.004967552539672198,19,0.9806201550387597,0.9583333333333334,0.9458483754512635,0.9550561797752809,0.9469964664310954,0.9573709020059467,0.012547585515540076,21,0.5911214953271028,0.6463700234192038,0.6135831381733021,0.5971896955503513,0.6276346604215457,0.6151798025783011,0.02016407099715756,68
4.302589797973633,0.4086850762921473,2.0252123355865477,1.7285876758510839,balanced_subsample,20,sqrt,3,2,300,"{'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 300}",0.7386861313868613,0.7692307692307693,0.7443181818181818,0.7374461979913917,0.7601683029453016,0.7499699166745011,0.012578529092704828,74,0.9585524969391895,0.9708011203070498,0.9569988150944551,0.9617249417668858,0.9624321063517954,0.9621018960918752,0.004786800713129408,17,0.9844357976653697,0.9548611111111112,0.9458483754512635,0.9518518518518518,0.9475524475524476,0.9569099167264088,0.014123566624006342,23,0.5911214953271028,0.6440281030444965,0.6135831381733021,0.6018735362997658,0.6346604215456675,0.617053338878067,0.01976145982005096,65
5.545421981811524,0.8285457607654221,6.545653295516968,1.7205355119753158,balanced_subsample,20,sqrt,3,2,400,"{'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 400}",0.7405247813411079,0.7690140845070422,0.7417974322396577,0.7431850789096126,0.7692307692307693,0.752750429245638,0.013394316896630265,61,0.9588998675144782,0.9717305109129172,0.9572831204492026,0.9625751587296589,0.9623646288150675,0.9625706572842649,0.005007556885499676,13,0.9844961240310077,0.9646643109540636,0.948905109489051,0.9592592592592593,0.9548611111111112,0.9624371829688986,0.012183349756175837,18,0.5934579439252337,0.639344262295082,0.6088992974238876,0.6065573770491803,0.6440281030444965,0.618457396747576,0.01973860453954728,62
7.331920051574707,2.2299823673117056,3.589311981201172,2.1478379801783762,balanced_subsample,20,sqrt,3,5,250,"{'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 250}",0.7376093294460642,0.772027972027972,0.7443181818181818,0.7348703170028819,0.7549295774647887,0.7487510755519777,0.013538480760283486,78,0.9577662007532646,0.9708928897569999,0.9568782552288343,0.9622179776352453,0.9623088473847057,0.96201283415181,0.004967552539672198,19,0.9806201550387597,0.9583333333333334,0.9458483754512635,0.9550561797752809,0.9469964664310954,0.9573709020059467,0.012547585515540076,21,0.5911214953271028,0.6463700234192038,0.6135831381733021,0.5971896955503513,0.6276346604215457,0.6151798025783011,0.02016407099715756,68
5.848891830444336,2.0290133853080765,5.73390212059021,1.4679326274409732,balanced_subsample,20,sqrt,3,5,300,"{'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 300}",0.7386861313868613,0.7692307692307693,0.7443181818181818,0.7374461979913917,0.7601683029453016,0.7499699166745011,0.012578529092704828,74,0.9585524969391895,0.9708011203070498,0.9569988150944551,0.9617249417668858,0.9624321063517954,0.9621018960918752,0.004786800713129408,17,0.9844357976653697,0.9548611111111112,0.9458483754512635,0.9518518518518518,0.9475524475524476,0.9569099167264088,0.014123566624006342,23,0.5911214953271028,0.6440281030444965,0.6135831381733021,0.6018735362997658,0.6346604215456675,0.617053338878067,0.01976145982005096,65
9.178171110153198,1.4077390999934114,2.786594533920288,1.0095351840627773,balanced_subsample,20,sqrt,3,5,400,"{'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 400}",0.7405247813411079,0.7690140845070422,0.7417974322396577,0.7431850789096126,0.7692307692307693,0.752750429245638,0.013394316896630265,61,0.9588998675144782,0.9717305109129172,0.9572831204492026,0.9625751587296589,0.9623646288150675,0.9625706572842649,0.005007556885499676,13,0.9844961240310077,0.9646643109540636,0.948905109489051,0.9592592592592593,0.9548611111111112,0.9624371829688986,0.012183349756175837,18,0.5934579439252337,0.639344262295082,0.6088992974238876,0.6065573770491803,0.6440281030444965,0.618457396747576,0.01973860453954728,62
5.100028848648071,2.032568568663926,5.592516756057739,2.196685799046017,balanced_subsample,20,sqrt,3,10,250,"{'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 250}",0.7351664254703328,0.7766990291262136,0.7426160337552743,0.7425320056899004,0.7645429362880887,0.752311286065962,0.015671335396923752,63,0.9551739366151923,0.9670835578835806,0.9535205730012479,0.9596556306405598,0.9599732249134263,0.9590813846108015,0.004719124713567013,27,0.9657794676806084,0.9523809523809523,0.9295774647887324,0.9456521739130435,0.9355932203389831,0.9457966558204639,0.012726813107801228,27,0.5934579439252337,0.6557377049180327,0.6182669789227166,0.6112412177985949,0.6463700234192038,0.6250147737967563,0.022939146780804942,57
4.82349271774292,0.9106770934624819,5.721459579467774,0.8685398942085477,balanced_subsample,20,sqrt,3,10,300,"{'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 300}",0.7391304347826086,0.7840440165061898,0.7390691114245416,0.7407407407407407,0.768377253814147,0.7542723114536455,0.01859473552881536,56,0.9558552137899836,0.9679949544796538,0.9541026792180883,0.9596034480121567,0.9599930183241999,0.9595098627648164,0.004792349568625768,26,0.9732824427480916,0.95,0.9290780141843972,0.9454545454545454,0.9421768707482994,0.9479983746270667,0.014433513906406892,26,0.5957943925233645,0.667447306791569,0.6135831381733021,0.6088992974238876,0.6487119437939111,0.6268872157412069,0.026790920408106683,55
9.161111307144164,0.4215198187460941,1.8307408809661865,0.5146606832315728,balanced_subsample,20,sqrt,3,10,400,"{'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 400}",0.7420289855072464,0.7773167358229599,0.7436619718309859,0.7443181818181818,0.7666666666666667,0.754798508329208,0.014455754244161078,44,0.9565885516711486,0.9683215457574174,0.9550014800073057,0.9604599628783578,0.9609278071330054,0.960259869489447,0.004617489291343818,25,0.9770992366412213,0.9493243243243243,0.9328621908127208,0.9458483754512635,0.9419795221843004,0.9494227298827662,0.014889106855280127,25,0.5981308411214953,0.65807962529274,0.6182669789227166,0.6135831381733021,0.6463700234192038,0.6268861213858916,0.022048955742479948,56
7.967620992660523,0.7557328510577624,2.208763313293457,0.6666605232998845,balanced_subsample,20,sqrt,5,2,250,"{'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 250}",0.7563739376770539,0.782608695652174,0.7416666666666667,0.7426981919332406,0.7640750670241286,0.7574845117906527,0.015130980716046958,7,0.9517047188542336,0.9666463034455829,0.9542259381851782,0.9568296714023901,0.9596223417224407,0.9578057947219651,0.005146761191275713,43,0.960431654676259,0.9320388349514563,0.9112627986348123,0.9143835616438356,0.8934169278996865,0.9223067555612099,0.022660933037047245,52,0.6238317757009346,0.6744730679156908,0.6252927400468384,0.6252927400468384,0.667447306791569,0.6432675261003743,0.022726116673078302,28
