,precision,recall,f1-score
False,0.8559366754617415,1.0,0.9223770258743247
True,1.0,0.0036496350364963502,0.007272727272727273
accuracy,0.8560126582278481,0.8560126582278481,0.8560126582278481
macro avg,0.9279683377308707,0.5018248175182481,0.464824876573526
weighted avg,0.8767559533749708,0.8560126582278481,0.7901309405278912
